부서명,소속,직위,전화번호,담당업무
관광진흥과,한류관광팀,주무관,02-3423-5543,"○ 강남 관광 홍보 추진 - SNS, 유튜브, 비짓강남 홈페이지 등 운영 ○ 강남페스티벌 종합 홍보 추진 - 홍보디자인 제작, 온・오프라인 홍보 ○ 관광 기념품(강남사랑 굿즈) 제작 ○ 강남페스티벌 ESG 민・관 협업 총괄 ○ 빅데이터 활용 강남페스티벌 평가 분석"
관광진흥과,한류관광팀,주무관,02-3423-5544,"○ 과 서무(예산, 급여, 수당, 물품관리 등) ○ 구의회 업무(예산, 결산 등) ○ 지시사항(구청장 등) 및 회의자료 ○ 시간선택제임기제 관리"
관광진흥과,관광마케팅팀,팀장,02-3423-5541,○ 관광마케팅팀 총괄
관광진흥과,관광마케팅팀,주무관,02-3423-5542,"○ G-KPOP 콘서트 추진 ○ 강남역 일대 명소화 사업 추진 ○ 미디어폴 운영 관리 ○ 강남 관광 디자인거리 특화사업 추진 총괄 (공약사업) ○ 임기제, 시간선택제 관리 (채용 등) ○ 기타 타 직원에 포함되지 않은 업무 등"
관광진흥과,관광마케팅팀,주무관,02-3423-5545,○ 강남유닉투어 추진 ○ 강남아트 추진 ○ 키아프・프리즈서울 연계 사업 추진 ○ 강남둘레길 조성 추진 (홍보 등) ○ 각종 행사지원 (G-KPOP 콘서트 및 디자인위크 등) ○ 신규사업 발굴・추진
관광진흥과,관광마케팅팀,주무관,02-3423-5532,○ 가로수길 디자인위크 추진 ○ 강남 관광 안내지도 제작 ○ 강남 관광 가이드북 제작 ○ 강남둘레길 조성 추진 (안내표지판 설치 등) ○ FUN & FUN 강남 추진 지원
관광진흥과,관광마케팅팀,주무관,02-3423-5546,○ FUN & FUN 강남 추진 ○ 강남스퀘어 상시 공연장 및 미디어월 운영관리 ○ 강남스퀘어 공연 등 행사 추진 ○ 관광안내표지판 유지・관리 ○ 각종 행사지원 (G-KPOP 콘서트 및 디자인위크 등) ○ 팀 서무업무
관광진흥과,의료관광팀,팀장,02-3423-7021,○ 의료관광팀 업무 총괄 ○ 의료관광 종합 계획 수립 총괄
관광진흥과,의료관광팀,주무관,02-3423-7022,○ 의료관광 종합계획 수립 및 공약 역점사업 관리 ○ 의료관광 해외 박람회 참가 추진 ○ 강남메디컬투어센터 시설관리 총괄 ○ 의료관광 컨시어지 서비스(픽업) 업무 ○ 의료관광 관련 전문가 및 코디네이터 풀 운영 ○ 예산・행감・기타 의료관광 관련 업무 등
관광진흥과,의료관광팀,주무관,02-3423-7026,"○ 강남메디투어 페스타 추진 ○ 의료관광 국내 박람회 참가 추진 및 국외 박람회 참가 지원 ○ 의료관광협회, 의료관광 자문위원회 운영 ○ 의료관광 협력기관 보조금 지원 ○ 의료관광 홍보물 제작(가이드북 및 리플릿) ○ 의료관광 협력기관 모집 및 위촉 지원 ○ 로봇카페 운영 총괄 및 세외수입 처리 ○ 시간선택제 임기제 관리, 주간업무보고, 팀 서무 등"
관광진흥과,의료관광팀,주무관,02-3423-7027,"○ Medical Gangnam 플랫폼 운영 총괄 ○ 의료관광 SNS, 유튜브 운영 등 온라인 마케팅 추진 ○ 해외 현지 미디어 협업 홍보 및 매체 광고 추진 ○ 강남메디투어 페스타 및 국내・외 박람회 사전홍보 추진"
관광진흥과,의료관광팀,주무관,02-1661-2230,"○ 강남메디컬투어센터 활성화 계획 및 사업총괄(센터장) ○ 강남메디컬투어센터 시설관리 지원 ○ 의료관광 SNS 기획 및 채널 관리 (영어) ○ 협력기관 서비스 평가, 국가별 팸투어 추진 ○ 의료관광 협력기관 모집 현장실사 지원"
관광진흥과,의료관광팀,주무관,02-1661-2230,○ 강남메디컬투어센터 운영(부센터장) ○ 의료관광 SNS 기획 및 채널 관리 (러시아어) ○ 플랫폼 관리 및 국내외 온라인 상담 문의 응대 ○ 해외 나눔의료 사업 추진 ○ 강남메디컬투어센터 대관・단체 유치 업무 및 실적 관리 ○ 강남메디컬투어센터 시설관리 및 운영 회계
관광진흥과,의료관광팀,주무관,02-1661-2230,○ 의료관광 협력기관 모집 및 위촉 총괄 ○ 의료관광 SNS 기획 및 채널 관리 (중국어) ○ 플랫폼 관리 및 국내외 온라인 상담 문의 응대 ○ 강남메디컬투어센터 K-Culture 프로그램 운영 관리
관광진흥과,의료관광팀,주무관,0216612230,○ 의료관광 전문가 및 코디네이터 강연 및 교육 ○ 의료관광 SNS 기획 및 채널 관리 (일본어) ○ 플랫폼 관리 및 국내외 온라인 상담 문의 응대 ○ SNS 콘텐츠 제작 및 운영지원 ○ 의료관광 컨시어지 서비스(통역) 업무 ○ 로봇카페 운영 및 기기 관리 ○ 강남메디컬투어센터 월별계획 및 결과보고
관광진흥과,관광민원팀,팀장,02-3423-5551,관광민원팀 업무 총괄
관광진흥과,관광민원팀,주무관,02-3423-5552,"○ 관광숙박업 사업계획 승인 및 등록 업무 - 관광호텔업, 호스텔업, 가족호텔업 등 ○ 관광객이용시설업 관련 업무 - 외국인관광 도시민박업 등 : 역삼동(테헤란로 남측), 대치동, 도곡동, 개포동, 일원동, 수서동, 세곡동 ○ 국제회의 시설업 관련 업무 ○ 타직원에 속하지 않는 업무"
관광진흥과,관광민원팀,주무관,02-3423-5553,○ 여행업 업무 - 여행업 등록 및 여행불편민원 처리
관광진흥과,관광민원팀,주무관,02-3423-5554,"○ 관광객이용시설업 관련 업무 총괄 - 외국인관광 도시민박업 등 : 역삼동(테헤란로 북측), 신사동, 압구정동, 논현동, 청담동, 삼성동 ○ 국제회의기획업 관련 업무 ○ 관광편의시설업 관련 업무 - 관광지원서비스업, 관광극장유흥업 등 ○ 테마파크업 관련 업무"
도시환경국,도시환경국,국장,02-3423-5050,도시환경국 총괄
주택과,주택과,과장,02-3423-5901,○ 어르신정책팀 업무 총괄 ○ 어르신복합문화공간 조성관련 구의회 협의
주택과,공동주택관리팀,팀장,02-3423-6051,○ 공동주택관리팀 업무 총괄
주택과,공동주택관리팀,주무관,02-3423-6052,"○ 공동주택 일반관리(도곡, 일원) ○ 서울시 모범 공동주택 선정 관련 업무 ○ 분양전환에 따른 감정평가 관련 업무 ○ 공동주택 기계설비 유지관리자 선・해임 신고처리 ○ 주택관리사(보) 관련 업무"
주택과,공동주택관리팀,주무관,02-3423-6047,"○ 과 주요업무계획 수립 및 지시사항 처리 ○ 신혼부부・청년 전월세 대출이자 지원 사업 ○ 공동주택 동별 대표자 교육 ○ 공동주택 민원 AI 답변 시스템 구축・운영 ○ 공동주택 관리 민원 사례집 제작・배포 ○ 부서 내 반복・고질 민원 총괄 ○ 공동주택 현황 관리 ○ 서울시, 국토부 요청 업무 처리"
주택과,공동주택관리팀,주무관,02-3423-6055,"○ 찾아가는 공동주택 컨설팅 및 갈등조정 코디네이터 운영 ○ 공동주택 관리불만 민원조사 및 지도점검(총괄) ○ 공동주택 공동체 활성화 사업(커뮤니티 전문가 관리) ○ 과태료 및 이행강제금 등 부서 세외수입 관리 총괄 ○ 공동주택 분쟁조정위원회 운영 ○ 타부서 협조요청 업무 처리 ○ 공동주택 일반관리(논현, 역삼)업무"
주택과,공동주택관리팀,주무관,02-3423-6057,"○ 局 주요업무계획 수립 ○ 국 예산 및 결산, 국 소관 구의회 업무 ○ 국(장) 회의자료, 국 인사(근평) ○ 전세보증금 반환보증 보증료 지원사업(총괄) ○ 기타 他 직원에 속하지 않는 사항"
주택과,공동주택관리팀,주무관,02-3423-6053,"○ 課 예산 ・ 회계, 수당 ・ 봉급, 물품관리, 보안 ○ 과 소관 구의회 관련 업무, 회의자료 ○ 과 시간선택제임기제 공무원 채용 및 관리총괄 ○ 팀 시간선택제임기제 공무원 채용 및 관리 ○ 환경순찰 ・ 지시사항 처리"
주택과,공동주택관리팀,주무관,02-3423-6054,"○ 공동주택 일반관리(압구정동, 삼성동, 신사동, 청담동, 수서동 고질민원) ○ 공동주택 일반관리 관련 행정심판 및 소송 수행"
주택과,공동주택관리팀,주무관,02-3423-6097,"○ 공동주택 일반관리(대치동, 세곡동, 수서동) ○ 공동주택 일반관리 관련 행정심판 및 소송 수행"
주택과,공동주택관리팀,주무관,02-3423-6059,"○ 공동주택 일반관리(개포동, 논현동) ○ 공동주택 일반관리 관련 행정심판 및 소송 수행"
주택과,공동주택관리팀,주무관,02-3423-5053,도시환경국장 비서 업무
주택과,공동주택지원팀,팀장,02-3423-6095,공동주택지원팀 업무 총괄
주택과,공동주택지원팀,주무관,02-3423-6096,○ 공동주택 공용시설물 지원사업 ○ 공동주택 시설물 안전관리 및 재난안전 대응훈련 ○ 소규모 공동주택 안전관리 및 급경사지 안전점검 ○ 공동주택 지원팀 소관 타 직원에 속하지 않는 업무
주택과,공동주택지원팀,주무관,02-3423-6079,"○ 공동주택 행위허가 및 민원처리(대치동) ○ 공동주택 위반건축물 관리(대치동, 역삼동, 일원동, 수서동, 세곡동) ○ 개포택지개발지구 담장관련 업무 ○ 행위허가 관련 집단(장기)민원 총괄"
주택과,공동주택지원팀,주무관,02-3423-6098,"○ 공동주택 행위허가 및 민원 처리(삼성동, 도곡동) ○ 공동주택 위반건축물 관리(압구정동, 신사동, 청담동, 논현동, 삼성동, 대치동) ○ 공동주택 집단민원 및 반복(고질)민원 ○ 도곡렉슬아파트 전실확장 관련 업무"
주택과,공동주택지원팀,주무관,02-3423-6049,"○ 공동주택 행위허가 및 민원처리(압구정동, 신사동, 청담동, 논현동) ○ 주택관리업 등록(변경) 및 실적증명 처리, 주택건설업 행정처분 ○ 공동주택 어린이놀이시설 및 승강기 안전관리"
주택과,공동주택지원팀,주무관,0234236099,"○ 공동주택 공용시설물 지원사업 지원 ○ 공동주택 전문가 자문단 운영 ○ 옥외보안등 전기료, 영구임대아파트 수도 전기료 지원 ○ 국민주택사업비 융자금 상환관리, 근저당권 말소"
주택과,공동주택지원팀,주무관,02-3423-6048,"○ 공동주택 행위허가 및 민원 처리(역삼동, 개포동, 일원동, 수서동, 세곡동, 자곡동, 율현동)"
주택과,주거정비팀,팀장,02-3423-6065,주거정비팀 업무 총괄
주택과,주거정비팀,주무관,02-3423-6067,"○ 위반건축물 정비(행정처분) 및 관리【청담동, 역삼동, 세곡동】 ○ 건축물대장 위반건축물 등재 및 해제, 항측 현장조사(담당 동) ○ 위반건축물 이행강제금 반복부과 대상 자료정리 등 관련업무(담당 동) ○ 위반건축물(무단증축) 관련 방문 및 전화 민원처리 총괄 ○ (현행)행정소송 및 행정심판 총괄"
주택과,주거정비팀,주무관,02-3423-6068,"○ 위반건축물 정비(행정처분) 및 관리【대치동, 도곡동, 수서동】 ○ 건축물대장 위반건축물 등재 및 해제, 항측 현장조사(담당 동) ○ 위반건축물 이행강제금 반복부과 및 체납 징수관리 총괄 ○ 위반건축물(무단증축) 관련 방문 및 전화 민원처리 총괄(금요일) ○ 이행강제금 관련 통계자료작성(주간업무보고포함) ○ 기타 팀內 직원에 속하지 아니하는 업무"
주택과,주거정비팀,주무관,02-3423-6069,"○ 위반건축물 정비(행정처분) 및 관리【신사동(압구정동), 삼성동, 개포동】 ○ 건축물대장 위반건축물 등재 및 해제, 항측 현장조사(담당 동) ○ 위반건축물 이행강제금 반복부과 대상 자료정리 등 관련업무(담당 동) ○ 위반건축물(무단증축) 관련 방문 및 전화 민원처리"
주택과,주거정비팀,주무관,02-3423-6066,"○ 무단 증축관련 위반건축물 정비(행정처분) 및 관리【논현동, 일원동】 ○ 무단증축 관련 건축물대장 위반건축물 등재 및 해제, 항측 현장조사(총괄) ○ 위반건축물 이행강제금 반복부과 대상 자료정리 등 관련업무(담당 동) ○ 위반건축물(무단증축) 관련 방문 및 전화 민원처리 총괄 ○ 위반건축물 관련 보고자료 작성(총괄) ○ 기존무허가건축물(일원동 434-11) 관련 업무"
주택과,주거정비팀,주무관,02-3423-6060,○ 부서 행정차량 운전 및 관리 ○ 현장업무 지원
주택과,주택임대사업팀,팀장,02-3423-6081,주택임대사업팀 업무 총괄
주택과,주택임대사업팀,주무관,02-3423-6082,"○ 임대사업자・주택임대관리업 민원 처리(등록,변경,양도,말소 등) 및 행정처분 등 - 청담, 세곡, 삼성, 일원 ○ 의무위반 과태료 부과 ○ 임대사업 등록정보 일제정비 총괄(자동말소 등) ○ 주택임대관리업 총괄 관리(계획, 수합, 보고 등) ○ 임대사업 등록말소・임대차계약 신고 공고 ○ 업무 보고자료 작성 총괄 ○ 팀 시간선택제임기제 채용 및 관리 ○ 팀 보조인력(동행일자리 및 일경험프로그램 등) 운영관리 ○ 예산 등 그 밖에 업무분장에 속하지 않는 업무"
주택과,주택임대사업팀,주무관,02-3423-6085,"○ 임대사업자・주택임대관리업 민원 처리(등록,변경,양도,말소 등) 및 행정처분 등 - 역삼,개포,압구정,신사 ○ 임대차계약 신고(최초,변경,이력확인 등) 처리 - 개포,압구정,신사 ○ 의무위반 과태료 부과 ○ 임대사업자 관련 행정심판 및 소송업무 수행 ○ 주택임대사업팀 의무위반 과태료 세외수입 총괄 관리"
주택과,주택임대사업팀,주무관,02-3423-6086,"○ 임대사업자・주택임대관리업 민원 처리(등록,변경,양도,말소 등) 및 행정처분 등 - 대치,수서,논현,도곡 ○ 임대차계약 신고(최초,변경,이력확인 등) 처리 - 대치,수서 ○ 의무위반 과태료 부과 ○ 임대사업자 관련 행정심판 및 소송업무 수행 ○ 임대차 등록(신고) 등 접수관리 및 우편관리 총괄"
주택과,주택임대사업팀,주무관,02-3423-6087,"○ 임대차계약신고(최초,변경,이력확인 등) 처리-역삼 ○ 민원창구 업무 지원"
주택과,주택임대사업팀,주무관,02-3423-6088,"○ 임대차계약신고(최초,변경,이력확인 등) 처리-논현, 삼성 ○ 민원창구 업무 지원"
주택과,주택임대사업팀,주무관,02-3423-6084,"○ 임대차계약신고(최초,변경, 이력확인 등) 처리 - 도곡, 세곡, 일원, 청담 ○ 민원창구 업무 지원"
주택과,주택임대사업팀,주무관,,○ 임대사업자 등록 및 임대차 계약신고 등 민원접수 및 상담
주택과,주택임대사업팀,주무관,,○ 임대사업자 등록 및 임대차 계약신고 등 민원접수 및 상담
주택과,주택임대사업팀,주무관,,○ 임대사업자 등록 및 임대차 계약신고 등 민원접수 및 상담
재건축사업과,재건축사업과,과장,02-3423-6070,○ 재건축사업과 업무 총괄
재건축사업과,재건축기획팀,팀장,02-3423-6061,○ 재건축기획팀 업무 총괄
재건축사업과,재건축기획팀,주무관,02-3423-6063,"○ 압구정아파트지구 총괄 ○ 재건축・리모델링・소규모・민영주택건설(압구정동) - 압구정 특별계획구역 ①,②,③,④,⑤,⑥ ○ 신속통합기획TF 총괄 ○ 강남구 재건축드림지원TF 운영(정) ○ 정비사업 관련 교육 운영 총괄 ○ 성과관리, 구청장 공약사업, 주요업무계획 ○ 재건축 감사, 질의・상담민원 총괄 ○ 업무분장 외 타 직원에 속하지 않은 사항"
재건축사업과,재건축기획팀,주무관,02-3423-6125,"○ 과 서무(예산, 회계, 수당, 봉급, 보안, 물품관리, 기록물관리 등) ○ 주요업무 계획 및 지시사항 처리 총괄 ○ 소관 구의회 관련 업무, 회의자료 총괄"
재건축사업과,재건축기획팀,주무관,02-3423-6114,"○ 재건축정비사업(도곡삼호) ○ 시장정비사업 총괄 - 논현종합시장, 남서울종합시장, 청담삼익상가 ○ 강남구 재건축드림지원TF 운영(부) ○ 정비사업 아카데미 운영 ○ 정비사업 정보몽땅, 구 홈페이지 관리, 통계 업무 ○ 감정평가선정위원회 총괄"
재건축사업과,재건축협력팀,팀장,02-3423-6071,○ 재건축협력팀 업무 총괄
재건축사업과,재건축협력팀,주무관,02-3423-6073,"○ 재건축・리모델링・소규모・민영주택건설 (청담동, 논현동, 자곡 ・율현 ・세곡동) - 청담삼익, 청담삼성진흥, 논현동현, 도곡우성, 역삼동 758,은하수,760 - 소규모재건축(청담현대1차, 효성빌라, 논현청학) - 리모델링(청담건영, 청담신동아) ○ 재건축초과이익환수 업무 총괄 ○ 재건축사업 관련 홍보 총괄 ○ 업무분장 외 기타 팀 업무"
재건축사업과,재건축협력팀,주무관,02-3423-6078,"○ 재건축・리모델링・소규모・민영주택건설(수서동, 역삼동, 신사동) - 수서삼익, 수서신동아, 수서1단지 - 역삼동 828-2번지(역세권 청년주택) - 일원동 상록수, 가람, 한솔, 청솔 - 가로주택정비사업(논현세일, 영동한양, 논현동 177-24, 논현세광, 도곡동 547-1, 신사세광) - 소규모재건축(개포현대4차, 도곡우성5차, 신성아트빌라) ○ 환경순찰 총괄, 안전점검 총괄"
재건축사업과,재건축협력팀,주무관,02-3423-6076,"○ 재건축・리모델링・소규모・민영주택건설사업(일원1동, 일원본동, 개포3동) - 일원개포한신, 개포우성7차 - 도곡동 중 개포우성4차 - 소규모주택정비(두산연립) - 민영주택건설(논현동40) ○ 일원동 대청마을 모아주택 관리계획 수립 업무 ○ 도시분쟁조정위원회 총괄"
재건축사업과,재건축관리팀,팀장,02-3423-6091,○ 재건축관리팀 업무 총괄
재건축사업과,재건축관리팀,주무관,02-3423-6092,"○ 재건축・리모델링・소규모・민영주택건설사업(대치동) - 은마, 미도, 대치우성1차 ・쌍용2차, 대치쌍용1차 - 리모델링(대치현대) ○ 업무분장 외 기타 팀업무"
재건축사업과,재건축관리팀,주무관,02-3423-6093,"○ 재건축정비사업 - 개포동 주공5단지 - 도곡동 도곡개포한신 - 삼성동 홍실 - 대치동 구마을1,2,3지구, 대치선경1,2차"
재건축사업과,재건축관리팀,주무관,02-3423-6094,"○ 재건축정비사업(삼성동) - 개포우성1,2차, 개포우성8차, 개포현대3차, 도곡한신 ○ 가로주택정비사업(대치선경3차, 비취타운, 삼성동98번지, 역삼목화연립) ○ 소규모재건축(도곡역삼아트빌라) ○ 리모델링(대치1차현대) ○ 학교용지부담금, 광역교통시설부담금 총괄 ○ 품질점검단 총괄 ○ 분양가심사위원회 총괄"
재건축사업과,재건축지원팀,팀장,02-3423-6115,○ 재건축지원팀 업무 총괄
재건축사업과,재건축지원팀,주무관,02-3423-6116,"○ 개포택지개발지구 총괄 ○ 재건축・리모델링・소규모・민영주택건설사업(개포동, 도곡동) - 개포시영중심상가, 개포우성6차, 주공1단지, 주공4단지, 주공6 ・7단지, 도곡삼익 - 리모델링(일원동 중 대치2단지, 대청) ○ 공공지원 업무 총괄 ○ 안전진단 업무, 안전진단자문위원회 총괄 ○ 업무분장 외 기타 팀 업무"
재건축사업과,재건축지원팀,주무관,02-3423-6117,"○ 재건축정비사업 - 개포현대2차, 경우현(개포 경남 ・현대1차 ・우성3차) - 리모델링(삼성시티빌A,B동, 삼성동 서광) - 소규모재건축(도곡개포럭키, 200동 ・220동) ○ 추정분담금검증위원회 총괄"
도시계획과,도시계획과,과장,02-3423-6100,○ 도시계획과 업무총괄
도시계획과,도시계획팀,팀장,02-3423-6101,○ 도시계획팀 업무총괄
도시계획과,도시계획팀,주무관,02-3423-6103,"○ 도시계획위원회 및 총괄계획가 운영 ○ 도시계획 관련 법령 및 조례에 관한 업무 ○ 역세권 활성화사업(총괄) ○ 도산대로변A,C,D 및 논현역세권 활성화사업 ○ 강남세브란스병원 지구단위계획 ○ 기타 타 직원에 분장되지 아니한 업무 ○ 담당동(도곡, 신사) 도시관리계획 업무 - 용도지역・용도지구・용도구역 결정(변경) 입안 및 관리 - 도시계획시설 결정(변경), 실시계획인가 및 변경 - 개발행위허가, 건축인허가 등 업무협의 및 민원처리"
도시계획과,도시계획팀,주무관,02-3423-6104,"○ 저층주거지(전용주거지역) 사업 실현방안 ○ 강남구청B, 양재역세권 활성화사업 ○ 수서역 복합개발사업 실시계획인가 ○ 담당동(역삼, 수서, 청담) 도시관리계획 업무 - 용도지역・용도지구・용도구역 결정(변경) 입안 및 관리 - 도시계획시설 결정(변경), 실시계획인가 및 변경 - 개발행위허가, 건축인허가 등 업무협의 및 민원처리"
도시계획과,도시계획팀,주무관,02-3423-6105,"○ 공공기여등 설치기금 관리 및 운영조례 제정 ○ 기반시설 특별회계 ○ 신사역, 역삼역세권 활성화사업 ○ 체비지 및 미매각 토지 관리 ○ 골목길 업그레이드 사업(삼성동) ○ 장기미집행 도시계획시설 관리 ○ 담당동(압구정, 대치, 일원, 세곡) 도시관리계획 업무 - 용도지역・용도지구・용도구역 결정(변경) 입안 및 관리 - 도시계획시설 결정(변경), 실시계획인가 및 변경 - 개발행위허가, 건축인허가 등 업무협의 및 민원처리 ○ 스포월드 관련 업무"
도시계획과,도시계획팀,주무관,02-3423-6106,"ㅇ 공약사업・주요사업 추진사항 ㅇ 예산, 회계, 결산 업무 총괄 ㅇ 행정사무감사 및 구의회 관련 업무 ㅇ 총무, 인사, 재무, 보안, 복무, 교육, 수당 관련 업무 ㅇ 물품 및 문서관리 업무"
도시계획과,도시계획팀,주무관,02-3423-6122,"ㅇ 강남구청A, 신논현역세권 활성화사업 ㅇ「사도법」에 의한 사도관리(정) ㅇ 장기미집행 도시계획시설 관리 ㅇ 담당동(삼성, 논현, 자곡) 도시관리계획 업무 - 용도지역・용도지구・용도구역 결정(변경) 입안 및 관리 - 도시계획시설 결정(변경), 실시계획인가 및 변경 - 개발행위허가, 건축인허가 등 업무협의 및 민원처리"
도시계획과,도시계획팀,주무관,02-3423-6110,"ㅇ 기반시설 특별회계 및 도시계획정보시스템(UPIS) 관리 ㅇ「사도법」에 의한 사도관리(부) ㅇ 도시계획위원회 및 총괄계획가 운영(지원) ㅇ 통계・대장관리(도시계획, 개발행위허가 등), 문서관리 ㅇ 담당동(개포, 율현) 도시관리계획 업무 - 용도지역・용도지구・용도구역 결정(변경) 입안 및 관리 - 도시계획시설 결정(변경), 실시계획인가 및 변경 - 개발행위허가, 건축인허가 등 업무협의 및 민원처리"
도시계획과,지구단위팀,팀장,02-3423-6111,지구단위팀 업무총괄
도시계획과,지구단위팀,주무관,02-3423-6113,"○ 지구단위계획 운영・관리 - 택지개발지구(수서, 대치) - 서울세곡2공공주택지구, 서울세곡국민임대주택지구 - 대치지구, 역삼지구, 청담지구, 논현지구 ○ 기타 지구단위팀 분장 업무에 없는 관련 사무"
도시계획과,지구단위팀,주무관,02-3423-6112,"○ 도시・건축공동위원회 운영(주) ○ 국기원 일대 공간재구조화 사업타당성 조사 용역 ○ 역세권 활성화 사업 - 도산대로변B, 압구정로데오역, 삼성역 ○ 국제교류복합지구 지구단위계획 운영・관리 ○ 도심복합개발사업"
도시계획과,지구단위팀,주무관,02-3423-6108,"○ 수서역세권 남측 일대 차세대 성장산업 육성 용역 ○ 개포택지개발지구 지구단위계획 재정비 ○ 지구단위계획 운영・관리 - 926정거장, 개포지구 -개포택지개발지구(공동주택, 1-1, 1-2, 2-1, 2-2, 4지구, 개포지구중심) ○ 역세권 활성화 사업: 봉은사역 ○ 지구단위계획 신규 타당성 계획 수립 ○ 지구단위계획 신규 수립 및 재정비 검토 지원"
도시계획과,지구단위팀,주무관,02-3423-6118,○ 도산대로 주변 지구단위계획 신규 수립 ○ 압구정428부지 도시관리계획 변경 및 국제설계공고 운영안 수립 용역 ○ 테헤란로(북측) 지구단위계획 운영・관리 ○ 지구단위계획 관련 법령・조례・지침・제도 개선
도시계획과,지구단위팀,주무관,02-3423-6126,"○ 지구단위계획 운영・관리 - 압구정로변, 양재중심지구 - 아파트지구(압구정, 청담, 역삼・도곡, 삼성) ○ 도시・건축공동위원회 수권소위원회 운영 - 소규모건축물 용적률 완화 심의 등 ○ 도시정비형 재개발사업"
도시계획과,지구단위팀,주무관,02-3423-6109,"○ 지구단위계획 운영・관리 - 테헤란로(남측) 지구단위계획, 가로수길, 교수마을, 아랫반고개마을, 서울강남공공주택지구 ○ 역세권 활성화 사업: 삼성중앙역 ○ 지구단위계획 관련 통계, 홈페이지 관리 업무 ○ 도시・건축공동위원회 운영(부)"
도시계획과,광고물관리팀,팀장,02-3423-6121,○ 옥외광고물 관리 업무 총괄
도시계획과,광고물관리팀,주무관,02-3423-6123,"○ 대형, 일반광고물 허가 및 관리 (신사, 압구정, 도곡) ○ 공공시설물 이용 광고물 허가 및 관리 ○ 교통수단・교통시설 이용 광고물 허가 및 관리 ○ 광고물 관련 홍보물 등 제작"
도시계획과,광고물관리팀,주무관,02-3423-6124,"○ 간판개선사업 추진 ○ 대형, 일반광고물 허가 및 관리 (삼성, 대치) ○ 옥외광고물 안전점검 및 위탁 관리 ・옥외광고협회 강남구지부 업무협의 ○ 친환경현수막 활성화 사업 ○ 대외기관(의회 등) 업무 ○ 광고물 관련 법령・조례 업무 ○ 옥외광고사업 등록 및 관리"
도시계획과,광고물관리팀,주무관,02-3423-6125,"○ 옥외광고물 자유표시구역 사업 추진 총괄 ・민・관 합동 협의회 관리 및 사업 홍보 ・기타 자유표시구역 현안 업무 추진 ○ 옥외광고물 자유표시구역 실무협의회 및 공공콘텐츠 관리 ○ 옥외광고심의위원회 운영 총괄 ・옥외광고심의위원회(본심의) 운영 ・옥외광고물 심의기준 ○ 대형 광고물(옥상, 벽면) 정책 총괄 ○ 대형, 일반광고물 허가 및 관리 (청담, 개포) ○ 현안사항 등 타직원에 속하지 않은 업무"
도시계획과,광고물관리팀,주무관,02-3423-6107,"○ 대형, 일반광고물 허가 및 관리 (논현, 수서, 일원) ○ 옥외광고발전기금 관리 총괄 ・기금운용심의위원회 운영 ・옥외광고발전기금 일일정산 ○ 가로등 현수기 신고 및 관리"
도시계획과,광고물관리팀,주무관,02-3423-6102,"○ 대형, 일반광고물 허가 및 관리 (역삼, 자곡, 세곡, 율현) ○ 옥외광고소위원회(소심의) 운영 ○ 자유표시구역 업무 지원 ○ 우수광고물 공모전 ○ 옥외광고물 표시기간 만료 통보 및 관리 ○ 옥외광고물 통계 관리 ○ 팀 서무(주간업무보고 등)"
도시계획과,도시정비팀,팀장,02-3423-6131,"○ 도시정비팀 업무 총괄 ○ 특사경 업무(청소년보호법, 대부업법)"
도시계획과,도시정비팀,주무관,02-3423-6136,"○ 도시정비팀 총괄 방침, 주요업무 수립 ○ 행감, 예산, 의회관련 업무 ○ 분기별 불법광고물 결과 보고 ○ 시간선택제임기제(불법광고물・선정성전단지) 공무원 관리(임용・평가・수당・복무 등) ○ 유류비, 소모품비, 차량수리비 등 예산 집행 ○ 중대재해(불법광고물 수거 및 현장순찰) 관련 업무 ○ 불법옥외광고물 아동친화전략 사업 업무 ○ 불법옥외광고물 관련 대외 평가 업무 ○ 현안사항 및 타 직원에 속하지 않는 업무"
도시계획과,도시정비팀,주무관,02-3423-6132,○ 고정광고물 민원 처리(테헤란로 북측) ○ 고정광고물 용역(철거)업체 관리 ○ 불법광고물 과태료(이행강제금) 체납관리 ○ 고정광고물이행강제금 부과
도시계획과,도시정비팀,주무관,02-3423-6133,"○ 유동광고물 정비업무 총괄 ○ 유동광고물 민원(응답소,구청장바란다,국민신문고 등) 처리 ○ 정치현수막・집회현수막 관리 ○ 부착방지판 관련 업무 ○ 유동광고물 과태료 부과"
도시계획과,도시정비팀,주무관,02-3423-6135,○ 고정광고물 민원 처리(테헤란로 남측) ○ 고정광고물 이행강제금 부과 ○ 불법광고물 수거보상제 업무추진 ○ 동주민센터 불법광고물 정비실적 평가 및 급량비 등 일상경비 교부 ○ 개학기 학교주변 불법광고물 일제정비 업무 ○ 불법광고 폐기물 관련 업무 ○ 불법광고 보관소(암롤박스 등) 관련 업무
도시계획과,도시정비팀,주무관,02-3423-6102,"○ 불법광고물 정비 및 민원처리 ○ 새올 환경순찰시스템 자료 입력, 환경순찰 주간보고서 제출 ○ 유동광고물 정비 실적 관리 ○ 팀서무 (직원 급량비 등)"
도시계획과,도시정비팀,주무관,02-3423-5421,"○ 특사경 업무(청소년보호법, 대부업법) 총괄 ○ 불법전단지(선정성, 대부업) 민원처리 ○ 중대재해(불법광고물 특별사법경찰) 관련 업무"
