부서명,팀명,직위,이름,전화번호,담당업무
감사담당관,청렴감사팀,감사담당관,○ 감사담당관 업무 총괄,02-3153-8160
도시계획과,도시계획팀,주무관,"○ 구 도시계획위원회 운영(개최 및 심의) 업무
○ 상암택지 현안사업 추진(롯데몰, 랜드마크, 교육첨단부지)
○ 도시관리계획 업무(서강대학교, 홍익대학교)
○ 도시관리계획 업무(합정, 서교, 연남, 성산, 망원, 상암, 서강)
○ 개발행위 업무
○ 생활권계획 관련 업무",02-3153-9354
도시계획과,도시계획팀,주무관,"○ 역세권활성화 사업 관련 업무
○
○ 부서내 문서 접수 및 배부
○ 공공기여시설 통합관리 업무
○ 팀 통계자료 및 현황 관리업무(UPIS 업무 등)
○ 체비지 관리업무
○ 도시관리계획 업무(공덕, 도화, 아현, 염리, 용강, 대흥, 신수)
○도시계획시설 총괄관리 및 장기미집행 관리
○ 개발행위 업무(태양광, 공작물 설치)",02-3153-9357
건축지원과,건축계획팀,건축지원과장,○ 건축지원과 업무 총괄,02-3153-9410
건축지원과,건축계획팀,건축계획팀장,○ 건축계획팀 업무 총괄,02-3153-9401
건축지원과,건축계획팀,주무관,"○ 과 서무업무(각종 회의자료, 지시사항), 예산회계/물품관리/기록물 관리업무, 의회(구,시,국회) 관련 업무
○ 충무계획(건물동원), 사회복무요원 관리(총괄), 특별검사원 업무대행 수수료지급",02-3153-9402
건축지원과,건축계획팀,주무관,"○ 건축 인ㆍ허가 업무[상수동, 서교동_양화로 남측(북측_영진시장 포함)]
○ 주요업무계획수립
○ 건축위원회 운영 관리
○ 질의회신 및 예규관리
○ 구의회,감사,검경 요구자료 관련 업무",02-3153-9403
건축지원과,건축계획팀,주무관,"○ 건축 인ㆍ허가 업무 (동교동)
○ 자치구간 교차점검 업무 총괄
○ 중대형 건축물 관리 총괄",02-3153-9405
건축지원과,건축계획팀,주무관,"○ 건축물대장 신규, 전환, 변경사항정리 및 제신고 처리 (외 4건)
○ 일반서무업무(초과, 출장, 문서접수 및 배부)",02-3153-9406
건축지원과,건축계획팀,주무관,"○ 건축사 관리
○ 건축인ㆍ허가 업무 (신수동)
○ 건축소위원회 운영관리, 전문위원회 운영 관리
○ 집합건물관리 및 공동주택지원사업 총괄
○ 건축계획팀 부수업무(성과, 창의, 혁신, 청렴도 등)",02-3153-9404
건축지원과,건축계획팀,주무관,"○ 건축인ㆍ허가 업무(서교동_양화로 북측)
○ 건축위원회 업무 보조(건축위원회 수당 지급 등)",02-3153-9407
건축지원과,건축계획팀,주무관,"○ 건축물대장 신규, 전환, 변경사항정리 및 제신고 처리 , 건축물대장 소유권 정리",02-3153-9408
부동산정보과,부동산행정팀,부동산정보과장,○ 부동산정보과 업무 총괄,02-3153-9510
부동산정보과,부동산행정팀,부동산행정팀장,○ 부동산행정팀 업무 총괄,02-3153-9501
부동산정보과,부동산행정팀,주무관,"○ 과 창의행정 발굴 및 특수사업 추진
○ 공인중개사 연수교육 추진
○ 부동산중개업소 지도·점검
○ 안심 임대차 종합상담센터 운영",02-3153-9504
부동산정보과,부동산행정팀,주무관,"○ 과서무업무
○ 지시사항 수행 및 직원교육
○ 전략적 성과관리 운영
○ 주요업무보고 및 구의회 업무보고 작성
○ 비밀문서 및 보안업무
○ 예산·회계·구의회 업무",02-3153-9502
부동산정보과,부동산행정팀,주무관,"○ 부동산중개업소 지도ㆍ점검
○ 공인중개사 연수교육 관리
○ 부동산중개업소 자율점검제 운영
○ 안심 임대차 종합상담센터 운영(부)",02-3153-9503
부동산정보과,부동산행정팀,주무관,"○ 공인중개사 연수교육 관리
○ 전세피해 지원센터 운영
○ 모범·글로벌·모니터링 중개업소 관리
○ 부동산중개업소 자율점검제 운영
○ 부동산중개업소 지도점검",02-3153-9507
부동산정보과,부동산행정팀,주무관,"○ 부동산중개업 즉시민원(고용ㆍ해고ㆍ폐업 등) 처리
○ 문서 접수 및 발송
○ 부동산중개업 손해배상책임보증 신고 처리",
부동산정보과,부동산행정팀,주무관,"○ 부동산중개업 개설, 이전 신청
○ 부동산중개업 즉시민원(고용, 해고, 폐업 등)
○ 부동산중개업 손해배상책임보증 신고 처리
○ 부동산중개업 종사자 등록사항 일제정비",02-3153-9505
교통행정과,교통관리팀,교통행정과장,,02-3153-9610
교통행정과,교통관리팀,교통관리팀장,○ 교통관리팀 업무 총괄,02-3153-9601
교통행정과,교통관리팀,주무관,,
교통행정과,교통관리팀,주무관,"○ 주요업무계획, 구의회 업무보고 등 총괄
○ 예산편성, 결산업무, 지출(업무추진비)업무
○ 국소속 직원 근무성적평정에 관한 사항
○ 각종 회의자료 작성, 보고에 관한 사항
○ 국·과 서무(총무, 인사, 감사, 후생복지, 복무관리)
○ 국내 타부서 및 과내 타 직원에 분장되지 않은 사항
○ 지시사항(구청장, 부구청장) 관리",02-3153-9602
교통행정과,교통관리팀,주무관,"○ 여객자동차 관련 업무(마을버스포함)
○ 승용차 마일리지 업무
○ 우대용 교통카드 발급 관련 전반
○ 마을버스 정류소 온열의자 관련 업무
○ 팀내 분장되지 않은 현안사항
○ 사회복무요원 및 공용차량 관리",02-3153-9605
교통행정과,교통관리팀,주무관,"○ 교통유발부담금 부과대상 시설물 조사업무
○ 교통유발부담금 부과 및 징수
○ 무보험운행 특별사법경찰 업무",02-3153-9608
교통행정과,교통관리팀,주무관,"○ 사업용 화물자동차 인허가
○ 화물차, 택시 유가보조금 지급에 관한 사항
○ 물류시설재난 및 육상화물운송마비 현장조치 매뉴얼 관리
○ 화물운송실적시스템(FPIS) 신고관리 및 행정처분
○ 택시 인허가",02-3153-9603
교통행정과,교통관리팀,주무관,"○ 보안, 물품, 기록물 및 팀매식비 관리
○ 충무계획 및 동원자원 관리
○ 회계(e호조)에 관한 사항
○ 광역교통시설부담금 부과 징수",02-3153-9604
주차관리과,주차단속팀,주차관리과장,○ 주차관리과 업무 총괄,02-3153-9660
주차관리과,주차단속팀,주무관,"○ ○ CCTV 단속자료 대사, 확정(1차)
○ ○ 사회복무요원 관리
○ ○ 주차단속차량 정비 및 유류관리",02-3153-9654
주차관리과,주차단속팀,주무관,"○ 주차단속 종합계획 수립 및 추진
○ 시간선택제임기제 임용
○ 견인보관소 및 견인업체 관리(전동킥보드)
○ 시간선택임기제 임용
○ 구민에게 듣겠습니다 민원처리
○ 특별 순찰계획 수립(어린이보호구역, 관광버스 등)
○ 주차단속 총괄(구？동)",02-3153-9653
주차관리과,주차단속팀,주무관,"○ 시간제임기제직원 단속자료 입력 및 전송관리
○ 응답소 일반민원 지정 및 처리
○ 시간제임기제직원 관리(교육) 및 근무평가 등 총괄
○ 주정차관련 민원현장 확인처리
○ 야간 주차민원 총괄(현장확인 포함)",02-3153-9658
주차관리과,주차단속팀,주무관,"○ ○ 주차장특별회계 조례관련 업무
○ ○ 과 서무, 인사(복무), 비밀문서 및 보안업무
○ ○ 부서 물품관리, 수방 및 제설관련 업무
○ ○ 각종 지시사항 및 직원교육 관련, 타부서 협조사항 등
○ ○ 예산 편성 및 결산, 회계 업무
○ ○ 구의회 및 업무보고에 관한 사항
○ ○ 각종 제수당 지급(여비, 초과근무수당, 포상금 등)
○○ 기타 다른 팀에 속하지 않는 업무",02-3153-9652
주차관리과,주차단속팀,주무관,"○ ○ CCTV 단속자료 대사, 확정(2차)
○ ○ 렌터카 정정부과",02-3153-9657
주차관리과,주차단속팀,주무관,"○ ○ 교통법규위반 시민신고제 업무
○ ○ 통합플랫폼 및 안전신문고 민원처리",02-3153-9669
주차관리과,주차단속팀,주무관,"○ ○ 무인단속장비 구매 및 관리
○ ○ CCTV 관련 민원처리
○ ○ CCTV 주？정차단속 문자알림 서비스 관련업무
○ ○ 급여 등(복리후생비, 건강·고용보험료 등) 지급
○ ○ 문서 접수·발송
○ ○ 단속장비(PDA)물품구매 및 관리",02-3153-9655
주차관리과,주차단속팀,주무관,"○ ○ 불법주정차 의견진술 심의위원회 운영
○ ○ 의견진술서 타 기관분 이첩 관리
○ ○ 의견진술서 접수 및 검토",02-3153-9659
주차관리과,주차단속팀,주무관,"○ 각종 제수당 지급(여비, 초과근무수당, 포상금 등)
○ 기록물 관리
○ 단속장비(PDA)물품구매 및 관리",02-3153-9675
주차관리과,주차단속팀,주무관,"○ ○ 질서위반행위규제법 과태료 사전통지업무
○ ○ 단속차량 차적조회·사회적 약자 과태료 감경등록업무
○ ○ 사회단체 관련업무(보조금 지급 및 봉사활동 지원 등)
○ ○ 주차단속차량 구매 관련업무
○ ○ 특근매식비(단속팀 및 휴일근무자)지급
○ ○ 주차단속자료(도보조) 대사, 확정",02-3153-9693
주차관리과,주차단속팀,주무관,"○ 교통법규위반 시민신고제 업무 지원
○ 주차단속 전화민원 및 내방민원상담",02-3153-9667
주차관리과,주차단속팀,주무관,○ 주차단속,02-3153-9656
주차관리과,주차단속팀,주무관,"○ ○ 응답소 현장민원 처리
○ ○ 통합플랫폼 민원처리 입력 및 분배
○ ○ 불법주정차 통합플랫폼시스템 총괄",02-3153-9668
보행행정과,보행행정팀,보행행정과장,,
보행행정과,보행행정팀,보행행정팀장,,
보행행정과,보행행정팀,주무관,"○ 공중선 정비 및 지중화사업 추진
○ 공공용지 점용허가(한전,통신사,수도,가스,난방)
○ 도로무단점유 밀집지역 등 측량 및 행정처분
○ 공공용지 소송업무
○ 지장전주 관련 민원처리",02-3153-9704
보행행정과,보행행정팀,주무관,"○ 공공용지 점용허가(지상, 지하)
○ 상암동 DMS 사용승인 업무
○ 행정재산 관련 민원처리 및 행정처분(변상금 부과 등)",02-3153-9708
보행행정과,보행행정팀,주무관,"○ 과 서무(예산,회계, 물품 등) 및 인사(복무)업무
○ 회의자료(구의회 및 업무보고 포함) 관련 업무
○ 기타 다른 팀 내에 분장되지 않은 업무
○ 각종 지시사항 및 직원교육관련 업무
○ 자치법규 제·개정 및 기록물 관리(보안·비밀문서 등)",02-3153-9702
보행행정과,보행행정팀,주무관,"○ 행정재산 실태조사 및 정비계획 총괄
○ 행정재산 실태조사에 따른 행정처분(변상금 부과 등)
○ 공공용지 점용허가(연결통로)
○ 행정재산 용도폐지
○ 숨은 구유지(도로, 구거 등) 찾기
○ 행정재산 관리에 따른 소송업무",02-3153-9703
보행행정과,보행행정팀,주무관,"○ 정기분 변상금 부과 및 그에 따른 민원처리
○ 도로점용관리시스템 변상금 부과 내역 정비
○ 도로점용허가 기간연장 미신청분 정비(2022년 이전분)",02-3153-9706
보행행정과,보행행정팀,주무관,"○ 차량 진출·입로 허가업무
○ 차량 진출·입로 관리에 따른 행정처분(변상금 부과 등)
○ 차량 진출·입로 관리에 따른 소송업무",02-3153-9707
보행행정과,보행행정팀,주무관,"○ 사설안내표지 허가
○ 정기분 도로점용료 부과 징수
○ 세외수입 총괄",02-3153-9705
도로개선과,도로계획팀,도로계획팀장,○ 도로계획팀 업무 총괄,02-3153-9751
도로개선과,도로계획팀,주무관,○ 과 서무 업무,02-3153-9753
도로개선과,도로계획팀,주무관,○ 도시계획사업 및 건설공사 설계기준,02-3153-9752
도로개선과,도로계획팀,주무관,"○ 장기미집행 도시계획사업
○ 비관리청 업무협의(상암,망원,성산,연남,서교,합정)",02-3153-9754
도로개선과,도로계획팀,주무관,"○ 도시계획사업 및 하자관리 업무
○ 비관리청 업무협의(대흥,염리,아현,공덕,서강,신수,용강,도화)",02-3153-9755
도로개선과,도로계획팀,주무관,○ 도시계획사업 업무(보조),02-3153-9756
물관리과,하수팀,물관리과장,○ 물관리과 업무 총괄,02-3153-9810
물관리과,하수팀,하수팀장,○ 하수팀 업무 총괄,02-3153-9801
물관리과,하수팀,주무관,"○ 관내 하수시설물 및 도로시설물 유지관리
○ 순찰 차량 정비 및 점검(92도9251)",02-3153-9828
물관리과,하수팀,주무관,"○ 일반예산 편성 및 관리, 구의회 일반업무 및 주요 업무계획 수립, 국과장 성과관리 업무, 직원교육 및 물품관리, 사회복무요원관리",02-3153-9802
물관리과,하수팀,주무관,"○ 월드컵천 경관폭포 조성사업 총괄
○ 시예산 배정 및 편성 운영
○ 치수분야 감사업무 총괄
○ 사업예산(시,구) 관리운영
○ 시설공사(용역) 설계 및 공사감독",02-3153-9803
물관리과,하수팀,주무관,"○ 관내 하수시설물 및 도로시설물 유지관리
○ 순찰 차량 정비 및 점검(92도9281)",02-3153-9828
물관리과,하수팀,주무관,"○ 하수도원인자부담금 관련 업무 총괄
○ 담당동(상암, 합정)
○ 서울시 공기업특별회계(LOBAS) 담당 업무
○ 시설공사 하자검사(정기, 수시) 및 보수 총괄
○ 사유지통과 하수관로 이설 및 관리업무
○ 하수악취 관련 업무 총괄
○ 시설공사(용역) 설계 및 공사감독",02-3153-9805
물관리과,하수팀,주무관,"○ 하수도 통계, GIS(하수관망포함) 업무 총괄
○ 중대재해 예방 업무 총괄
○ 각종 공사대장 및 물품검수대장 정리 및 관리
○ 시설공사(용역) 설계 및 공사감독
○ 담당동(망원1, 망원2동)
○ 불량맨홀 유지관리 업무",02-3153-9804
물관리과,하수팀,주무관,"○ 공무직 운영 및 관리(기동반)
○ 담당동(도화, 서강, 신수)
○ 하수악취 관련 업무 총괄
○ 공무직 하수시설물 유지관리 및 자재구매, 대장관리
○ 유수장애 시설물 이설업무 총괄
○ 분야별 가뭄상황 점검 및 대응
○ 지하안전법(하수시설물) 안전점검 및 관리",02-3153-9806
보건행정과,보건기획팀,보건행정과장,,02-3153-9030
보건행정과,보건기획팀,의사,"○ 결핵 및 검진
○ HIV 신속검사",02-3153-9175
보건행정과,보건기획팀,의사,"○ 1차 진료
○ 금연클리닉 운영 시 진료에 관한 사항
○ 골밀도 검사",02-3153-9174
보건행정과,보건기획팀,의사,"○ 대사증후군
○ 모바일헬스케어사업(상담, 대상자 승인 등)
○ 햇빛센터(예방접종, 임산부 등록·관리) 업무
○ 시민건강관리프로세스(상담 등)
○ 보건지소 업무",02-3153-9113
보건행정과,보건기획팀,치과의사,○ 구강보건센터 진료,02-3153-9172
보건행정과,보건기획팀,주무관,"○ 제증명 접수 및 발급
○ 각종검사 접수 및 수납",02-3153-9016
보건행정과,보건기획팀,주무관,"○ 보건소 서무 및 인사
○ 주요업무보고, 회의자료 ·수합
○ 지역보건의료심의위원회 운영
○ 지역보건의료계획 수립(종합, 연차별)
○ 일반임기제공무원(진료의사) 근무실적평가
○ 보건소 예산·결산·회계 및 성과관리",02-3153-9022
보건행정과,보건기획팀,주무관,"○ 차량운행 및 지원
○ 보건소 청사 순찰
○ 보건소 차량 보험 및 구급차 점검·관리
○ 보건소 우편물 업무",02-3153-9024
보건행정과,보건기획팀,주무관,"○ 보건소 수가 조례, 요양·의료급여청구 및 이의신청
○ 제증명 접수 및 발급
○ 각종검사 접수, 처방전 교부 및 수납",02-3153-9011
보건행정과,보건기획팀,주무관,"○ 부서 차량 점검 및 유류수불 등 관리(방역차량 제외)
○ 차량운행 및 지원에 관한 업무
○ 감염병 검체 이송",02-3153-9029
보건행정과,보건기획팀,주무관,"○ 일반서무(임금·수당),부서회계·일상경비 지출 및 관리,지역보건의료정보시스템 관리,충무계획·비밀문서 관리",02-3153-9025
보건행정과,보건기획팀,주무관,"○ 지역사회건강조사에 관한 업무
○ 보건소 안전보건에 관한 업무
○ 의료지원 민간용역
○ 보건소 민원실 필요 시 지원근무
○ 보건소 민원실 안내 일자리 참여자 등 관리",02-3153-9023
보건행정과,보건기획팀,주무관,"○ 제증명 접수 및 발급
○ 일일 결산 및 징수 조정 결의
○ 각종검사 접수 및 수납",02-3153-9012
보건행정과,보건기획팀,주무관,"○ 마포보건소식지 발간
○ 보건소 민원안내 리플릿 제작 및 업무매뉴얼
○ 보건기획팀 특근매식비 지급ㆍ관리 업무
○ 민원실 수입금 일일결산 및 징수조정 결의
○ 문서 접수 및 배부",02-3153-9028
보건행정과,보건기획팀,주무관,"○ 보건소장실 근무
○ 일정표 작성 등",02-3153-9002
위생과,식품행정팀,위생과장,,02-3153-9190
위생과,식품행정팀,식품행정팀장,"○ 식품행정팀 업무 총괄
○ 식품접객업소 지도.접검 단속계획 수립
○ 주요사업계획 수립",02-3153-9081
위생과,식품행정팀,주무관,"○ 위생관리 종합계획수립 및 평가 총괄(코로나포팜)
○ 소비자식품위생감시원 관리
○ 모범음식점, 관광식당, 안심식당 지정 및 사후관리
○ 위생등급 지정 등 음식문화개선사업 총괄
○ 식품접객업소 옥외조례 관련 사항
○ 당류,채식,나트륨저감사업 및 신규업소위생지도서비스",02-3153-9083
위생과,식품행정팀,주무관,"○ 식품진흥기금운용 및 심의위원회 운영
○ 주요업무보고자료 작성
○ 예산회계 전반에 관한 사항
○ 서무업무(인사,복무,봉급 및 수당,비밀 및 보안업무, 물품관리 등)",02-3153-9082
위생과,식품행정팀,주무관,"○ 식중독예방 관리 총괄
○ 소비자식품위생감시원 관리
○ 1830 손씻기 운동(뷰 박스 대여 등)
○ 집단(위탁포함)급식소 지도단속 및 점검
○ 민관합동 교차점검(주간, 식품접객업) 총괄",02-3153-9086
위생과,식품행정팀,주무관,"○ 식품접객업소 지도점검(식품자동판매기 포함)
○ 식품접객업소 위생 및 원산지 지도서비스
○ 식품접객업소 한우 수거 및 유전자검사
○ 민관합동 교차점검(주간, 식품접객업)담당
○ 음식점 원산지표시제 지도점검 총괄",02-3153-9185
위생과,식품행정팀,주무관,"○ 행정처분(심판.소송 포함)
○ 개식용 관련 업무
○ 식품접객업소 직권말소(식품행정팀 소관)
○ 식품접객업소 및 집단급식소 위생교육 관리
○ 시설조사 및 직권말소 총괄",02-3153-9085
위생과,식품행정팀,주무관,"○ 식품접객업 민원접수 처리, 민원24 접수 및 처리
○ 재난취약시설 의무보험 관련 업무
○ 옥외영업
○ 식품접객원 민원처리 결과 유관부서 통보",02-3153-9014
위생과,식품행정팀,주무관,"○ 식품접객업 민원접수 처리, 민원24 접수 및 처리
○ 일일결산
○ 옥외영업, 직권말소 및 시설조사 수합
○ 식품접객업 민원처리 결과 유관부서 통보",02-3153-9013
건강동행과,햇빛센터모자보건팀,건강동행과장,○ 건강동행과 총괄,02-3153-9060
건강동행과,햇빛센터모자보건팀,햇빛센터모자보건팀장,○ 햇빛센터모자보건팀 총괄,02-3153-9071
건강동행과,햇빛센터모자보건팀,주무관,○ 과서무,02-3153-9052
건강동행과,햇빛센터모자보건팀,주무관,"○ 햇빛센터 실무운영관리
○ 임산부 등록 및 건강관리서비스
○ 임신 사전건강관리 지원
○ 유축기 대여",02-3153-9090
건강동행과,햇빛센터모자보건팀,주무관,"○ 난임 의료비 지원
○ 청소년 산모 임신출산 의료비 지원",02-3153-9088
건강동행과,햇빛센터모자보건팀,주무관,"○ 공약사업
○ 산후조리원 전반에 관한 사항
○ 저출산 대응계획",02-3153-9072
건강동행과,햇빛센터모자보건팀,주무관,"○ 산모신생아 건강관리 지원사업
○ 산후조리경비 지원
○ 영유아 선천성 난청 및 보청기 지원
○ 저소득층 기저귀 조제분유 지원
○ 미숙아 및 선천성이상아 의료비 지원",02-3153-9144
건강동행과,햇빛센터모자보건팀,주무관,"○ 모자건강교실운영
○ 임산부 교통비 지원사업
○ 사회복무요원 전반에 관한 업무
○ 고위험임산부 의료비 지원
○ 영유아 발달장애 정밀검사비 지원
○ 영유아 의료급여 수급권자 검진비 지원
○ 35세이상 임산부의료비지원",02-3153-9111
건강동행과,햇빛센터모자보건팀,주무관,○ 난임부부 시술비 지원 업무,02-3153-9073
의약과,의무팀,의약과장,"○ 의약과 업무 총괄
○ 지역보건의료기관협의회 교류 협력",02-3153-9130
의약과,의무팀,의무팀장,○ 의무팀 업무 총괄 및 주요업무계획 수립,02-3153-9121
의약과,의무팀,6급,"○ 의료기관 개설허가(신고) 진정민원,행정처분 및 지도점검
○ 의료기관 비상진료대책, 의료분야 위기대응
○ 의료기관 안전관리 총괄",02-3153-9125
의약과,의무팀,주무관,"○ 차량운전 및 차량관리
○ 구강보건교육 및 의료민원 현장지원 업무
○ 응급의료 및 재난관리(보건소 신속대응반)현장지원 업무",02-3153-9126
의약과,의무팀,주무관,"○ 과 서무업무, 예산 및 결산, 봉급 및 수당
○ 일상경비 및 공금계좌 관리업무
○ 주요업무 보고(구,의회)자료 작성, 충무계획 수립
○ 비밀문서 및 보안업무, 성과관리(BSC)계획 업무
○ 각종 민원사항(응답소,상담민원 등) 관리 및 지정",02-3153-9122
의약과,의무팀,주무관,"○ 의료기관 개설 허가(신고), 진정민원, 행정처분 및 지도점검
○ 안마원, 안마시술소 개설허가(신고) 및 관리
○ 치과기공소 개설 허가(신고) 및 관리
○ 의료기관 신고의무자 교육 결과 보고 총괄
○ 안경업소 개설 허가(신고) 및 관리",02-3153-9124
의약과,의무팀,주무관,"○ 보건소 재난의료 업무 총괄(신속대응반 등)
○ 온열, 한랭질환 감시 보고
○ 혈액 및 장기기증 관련 업무
○ 구급차 및 자동심장충격기 신고 관련 업무",02-3153-9123
의약과,의무팀,주무관,"○ 구강보건센터 관리 및 운영
○ 구강사업 예산 및 결산
○ 아동치과주치의 사업
○ 시간선택제 및 기간자근로자 관련 업무
○ 노인불소도포,스켈링 사업",02-3153-9171
의약과,의무팀,주무관,"○ 의료기관 개설 허가(신고), 진정민원, 행정처분 및 지도점검(의원, 치과의원, 한의원)
○ 의료기관 범죄경력 조회 총괄",02-3153-9145
의약과,의무팀,주무관,"○ 서강보건지소 구강교육실 관리 및 운영
○ 생애주기별 구강보건교육
○ 취약계층구강보건사업
○ 보건소 및 보건지소 치과장비관리",02-3153-9177
의약과,의무팀,주무관,"○ 재난의료 대응에 관한 사항
○ 구조 및 응급처치 교육 관련 업무 지원",02-3153-9128
의약과,의무팀,주무관,"○ 구조 및 응급처치 교육 관련 업무
○ 재난의료 관련 업무 지원",02-3153-9129
